worker_id,entity,country,department,job_level,role,category,points,contract_type,work_model,fte,annual_hours,base_pay,bonus,commission,shift_allowance,car_allowance,components,total_pay,hourly_base,hourly_total,receives_components,quartile,sex
W00091,DE · Munich,DE,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Onsite,1.0,2080,43950,0,0,1800,0,1800,45750,21.129808,21.995192,1,2,Women
W00092,PL · Kraków,PL,Sales,L4,Sales L4,Cat E,320,Permanent,Onsite,1.0,2080,46500,1930,5130,0,0,7060,53560,22.355769,25.75,1,4,Women
W00094,IT · Milan,IT,Tech,L3,Tech L3,Cat D,255,Permanent,Hybrid,1.0,2080,58800,2670,0,0,0,2670,61470,28.269231,29.552885,1,4,Men
W00095,PL · Kraków,PL,Tech,L2,Tech L2,Cat B,185,Permanent,Hybrid,1.0,2080,34200,0,0,0,0,0,34200,16.442308,16.442308,0,3,Women
W00096,IT · Milan,IT,Operations,L3,Operations L3,Cat D,295,Fixed-term,Hybrid,1.0,2080,41850,2910,0,0,0,2910,44760,20.120192,21.519231,1,3,Women
W00097,IT · Milan,IT,HR,L2,HR L2,Cat B,185,Permanent,Hybrid,1.0,2080,32950,0,0,0,0,0,32950,15.841346,15.841346,0,2,Men
W00098,PL · Kraków,PL,Finance,L3,Finance L3,Cat D,255,Permanent,Hybrid,1.0,2080,38600,2060,0,0,0,2060,40660,18.557692,19.548077,1,3,Men
W00099,PL · Kraków,PL,HR,L2,HR L2,Cat B,185,Permanent,Hybrid,1.0,2080,24450,0,0,0,0,0,24450,11.754808,11.754808,0,2,Women
W00100,ES · Barcelona,ES,Sales,L2,Sales L2,Cat C,215,Permanent,Hybrid,1.0,2080,33200,0,3190,0,0,3190,36390,15.961538,17.495192,1,3,Women
W00102,IT · Milan,IT,Operations,L1,Operations L1,Cat B,190,Permanent,Hybrid,1.0,2080,24250,0,0,0,0,0,24250,11.658654,11.658654,0,1,Men
W00103,ES · Barcelona,ES,Operations,L2,Operations L2,Cat C,225,Permanent,Hybrid,1.0,2080,31200,0,0,0,0,0,31200,15.0,15.0,0,2,Men
W00104,PL · Kraków,PL,Tech,L5,Tech L5,Cat F,340,Permanent,Hybrid,1.0,2080,72500,9110,0,0,4200,13310,85810,34.855769,41.254808,1,4,Men
W00105,PL · Kraków,PL,Customer Service,L2,Customer Service L2,Cat C,210,Fixed-term,Hybrid,1.0,2080,24950,0,0,0,0,0,24950,11.995192,11.995192,0,2,Men
W00106,IT · Milan,IT,HR,L5,HR L5,Cat F,340,Permanent,Onsite,1.0,2080,91750,10500,0,0,6000,16500,108250,44.110577,52.043269,1,4,Women
W00107,ES · Barcelona,ES,Customer Service,L4,Customer Service L4,Cat E,320,Fixed-term,Hybrid,1.0,2080,53750,3770,0,0,0,3770,57520,25.841346,27.653846,1,4,Women
W00108,PL · Kraków,PL,Tech,L2,Tech L2,Cat B,185,Permanent,Hybrid,1.0,2080,31800,0,0,0,0,0,31800,15.288462,15.288462,0,3,Men
W00111,DE · Munich,DE,Tech,L2,Tech L2,Cat B,185,Permanent,Onsite,1.0,2080,53350,0,0,0,0,0,53350,25.649038,25.649038,0,2,Men
W00112,ES · Barcelona,ES,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Onsite,1.0,2080,27850,0,0,1200,0,1200,29050,13.389423,13.966346,1,2,Women
W00113,DE · Munich,DE,Operations,L4,Operations L4,Cat E,335,Fixed-term,Remote,1.0,2080,77500,3320,0,0,0,3320,80820,37.259615,38.855769,1,4,Men
W00114,ES · Barcelona,ES,Operations,L4,Operations L4,Cat E,335,Permanent,Hybrid,1.0,2080,46900,3550,0,0,0,3550,50450,22.548077,24.254808,1,4,Men
W00115,IT · Milan,IT,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Remote,1.0,2080,30450,0,0,0,0,0,30450,14.639423,14.639423,0,2,Men
W00116,IT · Milan,IT,Customer Service,L3,Customer Service L3,Cat D,280,Permanent,Remote,1.0,2080,39100,2000,0,0,0,2000,41100,18.798077,19.759615,1,3,Women
W00117,PL · Kraków,PL,Tech,L3,Tech L3,Cat D,255,Permanent,Onsite,1.0,2080,41050,2190,0,0,0,2190,43240,19.735577,20.788462,1,4,Women
W00118,DE · Munich,DE,Operations,L2,Operations L2,Cat C,225,Permanent,Onsite,1.0,2080,46300,0,0,1800,0,1800,48100,22.259615,23.125,1,2,Men
W00119,IT · Milan,IT,Customer Service,L3,Customer Service L3,Cat D,280,Permanent,Hybrid,1.0,2080,39500,2540,0,0,0,2540,42040,18.990385,20.211538,1,3,Men
W00120,IT · Milan,IT,Finance,L2,Finance L2,Cat B,185,Fixed-term,Onsite,1.0,2080,33800,0,0,0,0,0,33800,16.25,16.25,0,2,Men
W00121,PL · Kraków,PL,Operations,L2,Operations L2,Cat C,225,Permanent,Hybrid,1.0,2080,21050,0,0,0,0,0,21050,10.120192,10.120192,0,1,Women
W00122,PL · Kraków,PL,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Onsite,1.0,2080,26700,0,0,840,0,840,27540,12.836538,13.240385,1,2,Women
W00123,IT · Milan,IT,Finance,L6,Finance L6,Cat G,410,Permanent,Remote,1.0,2080,103450,20840,0,0,6000,26840,130290,49.735577,62.639423,1,4,Men
W00124,PL · Kraków,PL,Tech,L3,Tech L3,Cat D,255,Permanent,Hybrid,1.0,2080,43500,2050,0,0,0,2050,45550,20.913462,21.899038,1,4,Men
W00125,PL · Kraków,PL,Customer Service,L3,Customer Service L3,Cat D,280,Fixed-term,Hybrid,1.0,2080,31400,1470,0,0,0,1470,32870,15.096154,15.802885,1,3,Women
W00126,PL · Kraków,PL,Tech,L1,Tech L1,Cat A,150,Fixed-term,Remote,1.0,2080,29450,0,0,0,0,0,29450,14.158654,14.158654,0,2,Women
W00127,ES · Barcelona,ES,Tech,L2,Tech L2,Cat B,185,Permanent,Onsite,1.0,2080,39200,0,0,0,0,0,39200,18.846154,18.846154,0,3,Men
W00130,PL · Kraków,PL,Sales,L2,Sales L2,Cat C,215,Permanent,Hybrid,1.0,2080,25000,0,3320,0,0,3320,28320,12.019231,13.615385,1,2,Women
W00131,ES · Barcelona,ES,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Hybrid,1.0,2080,31000,0,0,0,0,0,31000,14.903846,14.903846,0,2,Men
W00132,IT · Milan,IT,Customer Service,L3,Customer Service L3,Cat D,280,Fixed-term,Hybrid,1.0,2080,38750,2640,0,0,0,2640,41390,18.629808,19.899038,1,3,Men
W00133,PL · Kraków,PL,Sales,L2,Sales L2,Cat C,215,Permanent,Hybrid,1.0,2080,27150,0,4930,0,0,4930,32080,13.052885,15.423077,1,3,Women
W00134,DE · Munich,DE,Tech,L5,Tech L5,Cat F,340,Permanent,Onsite,1.0,2080,151500,18400,0,0,7200,25600,177100,72.836538,85.144231,1,4,Men
W00135,PL · Kraków,PL,Operations,L3,Operations L3,Cat D,295,Permanent,Remote,1.0,2080,31550,820,0,0,0,820,32370,15.168269,15.5625,1,3,Men
W00136,DE · Munich,DE,Customer Service,L6,Customer Service L6,Cat G,410,Permanent,Hybrid,1.0,2080,138500,25900,0,0,7200,33100,171600,66.586538,82.5,1,4,Men
W00137,PL · Kraków,PL,Operations,L1,Operations L1,Cat B,190,Permanent,Onsite,0.8,1664,14760,0,0,672,0,672,15432,8.870192,9.274038,1,1,Women
W00138,IT · Milan,IT,Sales,L1,Sales L1,Cat A,145,Fixed-term,Hybrid,0.8,1664,20960,0,4190,0,0,4190,25150,12.596154,15.114183,1,2,Women
W00142,ES · Barcelona,ES,Operations,L1,Operations L1,Cat B,190,Permanent,Hybrid,1.0,2080,25950,0,0,0,0,0,25950,12.475962,12.475962,0,1,Women
W00143,IT · Milan,IT,Operations,L3,Operations L3,Cat D,295,Permanent,Onsite,1.0,2080,37950,1940,0,1320,0,3260,41210,18.245192,19.8125,1,3,Men
W00144,IT · Milan,IT,Finance,L1,Finance L1,Cat A,115,Permanent,Onsite,1.0,2080,27100,0,0,0,0,0,27100,13.028846,13.028846,0,1,Women
W00145,IT · Milan,IT,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Remote,1.0,2080,24750,0,0,0,0,0,24750,11.899038,11.899038,0,1,Women
W00146,DE · Munich,DE,Sales,L1,Sales L1,Cat A,145,Fixed-term,Hybrid,1.0,2080,38250,0,4910,0,0,4910,43160,18.389423,20.75,1,2,Women
W00147,ES · Barcelona,ES,Operations,L5,Operations L5,Cat F,340,Permanent,Onsite,1.0,2080,61500,9580,0,0,5400,14980,76480,29.567308,36.769231,1,4,Men
W00148,IT · Milan,IT,Tech,L1,Tech L1,Cat A,150,Permanent,Hybrid,1.0,2080,36300,0,0,0,0,0,36300,17.451923,17.451923,0,2,Men
W00150,IT · Milan,IT,Tech,L2,Tech L2,Cat B,185,Fixed-term,Hybrid,1.0,2080,36750,0,0,0,0,0,36750,17.668269,17.668269,0,2,Women
W00151,DE · Munich,DE,Sales,L1,Sales L1,Cat A,145,Fixed-term,Onsite,1.0,2080,40250,0,5990,0,0,5990,46240,19.350962,22.230769,1,2,Men
W00152,IT · Milan,IT,Customer Service,L3,Customer Service L3,Cat D,280,Permanent,Onsite,1.0,2080,39450,2660,0,1320,0,3980,43430,18.966346,20.879808,1,3,Women
W00153,PL · Kraków,PL,Sales,L2,Sales L2,Cat C,215,Permanent,Remote,1.0,2080,31200,0,3990,0,0,3990,35190,15.0,16.918269,1,3,Women
W00154,PL · Kraków,PL,Tech,L1,Tech L1,Cat A,150,Permanent,Onsite,1.0,2080,27050,0,0,0,0,0,27050,13.004808,13.004808,0,2,Women
W00155,PL · Kraków,PL,Tech,L2,Tech L2,Cat B,185,Permanent,Onsite,1.0,2080,36400,0,0,0,0,0,36400,17.5,17.5,0,3,Women
W00156,ES · Barcelona,ES,Customer Service,L3,Customer Service L3,Cat D,280,Permanent,Remote,1.0,2080,31750,1490,0,0,0,1490,33240,15.264423,15.980769,1,2,Women
W00157,IT · Milan,IT,Finance,L3,Finance L3,Cat D,255,Permanent,Hybrid,1.0,2080,45350,2500,0,0,0,2500,47850,21.802885,23.004808,1,3,Women
W00158,ES · Barcelona,ES,Tech,L1,Tech L1,Cat A,150,Fixed-term,Remote,1.0,2080,29250,0,0,0,0,0,29250,14.0625,14.0625,0,2,Men
W00159,PL · Kraków,PL,Operations,L3,Operations L3,Cat D,295,Permanent,Hybrid,1.0,2080,29250,1950,0,0,0,1950,31200,14.0625,15.0,1,3,Women
W00160,PL · Kraków,PL,Operations,L2,Operations L2,Cat C,225,Permanent,Remote,1.0,2080,25800,0,0,0,0,0,25800,12.403846,12.403846,0,2,Men
W00161,DE · Munich,DE,Finance,L5,Finance L5,Cat F,340,Permanent,Remote,1.0,2080,150550,18010,0,0,7200,25210,175760,72.379808,84.5,1,4,Women
W00162,PL · Kraków,PL,Finance,L2,Finance L2,Cat B,185,Permanent,Remote,1.0,2080,31200,0,0,0,0,0,31200,15.0,15.0,0,3,Men
W00163,DE · Munich,DE,Operations,L2,Operations L2,Cat C,225,Fixed-term,Hybrid,1.0,2080,44850,0,0,0,0,0,44850,21.5625,21.5625,0,2,Women
W00164,IT · Milan,IT,Sales,L2,Sales L2,Cat C,215,Permanent,Hybrid,1.0,2080,36300,0,3880,0,0,3880,40180,17.451923,19.317308,1,3,Men
W00165,DE · Munich,DE,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Remote,1.0,2080,41850,0,0,0,0,0,41850,20.120192,20.120192,0,1,Men
W00166,IT · Milan,IT,Tech,L4,Tech L4,Cat E,325,Permanent,Onsite,1.0,2080,69650,0,0,0,0,0,69650,33.485577,33.485577,0,4,Women
W00167,IT · Milan,IT,Customer Service,L4,Customer Service L4,Cat E,320,Permanent,Hybrid,1.0,2080,46350,3660,0,0,0,3660,50010,22.283654,24.043269,1,3,Women
W00170,IT · Milan,IT,Operations,L3,Operations L3,Cat D,295,Permanent,Remote,1.0,2080,38150,1870,0,0,0,1870,40020,18.341346,19.240385,1,3,Women
W00172,IT · Milan,IT,Sales,L3,Sales L3,Cat D,285,Permanent,Hybrid,1.0,2080,44900,2740,5700,0,0,8440,53340,21.586538,25.644231,1,4,Men
W00173,DE · Munich,DE,Operations,L3,Operations L3,Cat D,295,Permanent,Onsite,1.0,2080,62550,4700,0,1800,0,6500,69050,30.072115,33.197115,1,3,Women
W00174,IT · Milan,IT,Sales,L1,Sales L1,Cat A,145,Permanent,Hybrid,0.8,1664,18200,0,2620,0,0,2620,20820,10.9375,12.512019,1,1,Men
W00175,PL · Kraków,PL,Operations,L1,Operations L1,Cat B,190,Permanent,Onsite,1.0,2080,20600,0,0,840,0,840,21440,9.903846,10.307692,1,1,Women
W00176,ES · Barcelona,ES,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Hybrid,1.0,2080,22350,0,0,0,0,0,22350,10.745192,10.745192,0,1,Women
W00177,PL · Kraków,PL,Tech,L5,Tech L5,Cat F,340,Permanent,Hybrid,0.8,1664,58400,6860,0,0,4200,11060,69460,35.096154,41.742788,1,4,Men
W00178,IT · Milan,IT,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Hybrid,1.0,2080,25600,0,0,0,0,0,25600,12.307692,12.307692,0,1,Men
W00180,PL · Kraków,PL,Customer Service,L4,Customer Service L4,Cat E,320,Fixed-term,Hybrid,1.0,2080,40700,3440,0,0,0,3440,44140,19.567308,21.221154,1,4,Men
W00181,DE · Munich,DE,Customer Service,L4,Customer Service L4,Cat E,320,Permanent,Hybrid,1.0,2080,74900,5840,0,0,0,5840,80740,36.009615,38.817308,1,4,Women
W00182,PL · Kraków,PL,Operations,L2,Operations L2,Cat C,225,Permanent,Onsite,1.0,2080,24750,0,0,840,0,840,25590,11.899038,12.302885,1,2,Women
W00183,IT · Milan,IT,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Hybrid,1.0,2080,24300,0,0,0,0,0,24300,11.682692,11.682692,0,1,Women
W00184,DE · Munich,DE,HR,L1,HR L1,Cat A,115,Permanent,Hybrid,1.0,2080,40650,0,0,0,0,0,40650,19.543269,19.543269,0,1,Women
